program_id,course_title,url,num_learning_objectives,num_modules,num_module_contents,coverage_percentage,mean_max_similarity
39,Hypothesis Testing in Public Health ,https://www.coursera.org/learn/hypothesis-testing-public-health,5,6,41,80.0,0.6800696134567261
40,Smart Contracts,https://www.coursera.org/learn/smarter-contracts,8,4,23,25.0,0.3965331371873617
40,Blockchain Platforms,https://www.coursera.org/learn/blockchain-platforms,3,4,29,66.66666666666666,0.5417720675468445
40,Decentralized Applications (Dapps),https://www.coursera.org/learn/decentralized-apps-on-blockchain,3,4,21,66.66666666666666,0.5152405202388763
40,Blockchain Basics,https://www.coursera.org/learn/blockchain-basics,8,4,19,25.0,0.4459058362990618
41,Blockchain Opportunity Analysis,https://www.coursera.org/learn/blockchain-opportunity-analysis,4,5,22,50.0,0.5006200596690178
41,Introduction to Blockchain Technologies,https://www.coursera.org/learn/introduction-blockchain-technologies,10,5,63,50.0,0.5616122096776962
41,Transacting on the Blockchain,https://www.coursera.org/learn/transacting-blockchain,8,4,42,75.0,0.6002002656459808
41,Blockchain and Business,https://www.coursera.org/learn/blockchain-business,14,6,71,42.857142857142854,0.5440240630081722
42,Introduction to Blockchain for Financial Services,https://www.coursera.org/learn/intro-blockchain-financial-services,11,5,65,45.45454545454545,0.5468476956540888
42,Blockchain Transformations of Financial Services,https://www.coursera.org/learn/blockchain-transformations-financial-services,9,4,44,55.55555555555556,0.5622898174656762
42,Blockchain in Financial Services: Strategic Action Plan,https://www.coursera.org/learn/blockchain-strategic-action-plan,4,5,25,25.0,0.41310887038707733
42,"Blockchain, Cryptoassets, and Decentralized Finance",https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,9,4,50,55.55555555555556,0.5637287762429979
43,Brand Identity and Strategy,https://www.coursera.org/learn/brand-identity-strategy,3,5,37,33.33333333333333,0.4995593726634979
43, Storytelling in Branding and Content Marketing ,https://www.coursera.org/learn/brand-and-content-marketing,6,5,47,50.0,0.49184950192769367
43,Branding and Customer Experience,https://www.coursera.org/learn/branding-and-cx,5,5,45,60.0,0.518005657196045
43,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,https://www.coursera.org/learn/brand-image-high-impact-campaign,9,5,37,55.55555555555556,0.5378662414020963
44,"Cloud Virtualization, Containers and APIs",https://www.coursera.org/learn/cloud-virtualization-containers-api-duke,4,4,66,25.0,0.41615714132785797
44,Cloud Machine Learning Engineering and MLOps,https://www.coursera.org/learn/cloud-machine-learning-engineering-mlops-duke,4,3,58,100.0,0.5886020660400391
44,Cloud Data Engineering,https://www.coursera.org/learn/cloud-data-engineering-duke,4,4,84,100.0,0.6654959321022034
44,Cloud Computing Foundations,https://www.coursera.org/learn/cloud-computing-foundations-duke,5,5,67,60.0,0.5958686947822571
45,Building No-Code Apps with AppSheet: Foundations,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations,10,7,40,90.0,0.6343104898929596
45,Building No-Code Apps with AppSheet: Implementation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-implementation,4,9,61,100.0,0.6701706200838089
45,Building No-Code Apps with AppSheet: Automation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-automation,3,5,29,100.0,0.7966313560803732
46,Introduction to Business Analytics with R,https://www.coursera.org/learn/business-analytics-r,5,4,56,80.0,0.6341752231121063
46,Applying Data Analytics in Marketing,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing,11,4,39,63.63636363636363,0.5561698485504497
46,Tools for Exploratory Data Analysis in Business,https://www.coursera.org/learn/tools-exploratory-data-analysis-business,9,4,66,77.77777777777779,0.5640205641587576
46,Machine Learning Algorithms with R in Business Analytics,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics,9,4,54,88.88888888888889,0.6433348556359609
46,Applying Data Analytics in Accounting,https://www.coursera.org/learn/applying-data-analytics-accounting,9,4,59,77.77777777777779,0.6279039614730411
46,Introduction to Business Analytics: Communicating with Data ,https://www.coursera.org/learn/intro-business-analytics,10,4,23,70.0,0.5421160727739334
47,Accounting Analytics,https://www.coursera.org/learn/accounting-analytics,4,4,30,25.0,0.4905673861503601
47,Business Analytics Capstone,https://www.coursera.org/learn/wharton-capstone-analytics,6,5,36,100.0,0.5851911803086599
47,Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics,7,4,21,0.0,0.3469465332371848
47,People Analytics,https://www.coursera.org/learn/wharton-people-analytics,7,4,39,42.857142857142854,0.5630892515182495
47,Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics,5,5,40,80.0,0.6010165452957154
48,Business English: Networking,https://www.coursera.org/learn/business-english-intro,6,5,33,0.0,0.3796805590391159
48,Business English: Meetings,https://www.coursera.org/learn/business-english-meetings,6,4,48,0.0,0.38616246978441876
48,Business English: Capstone Project,https://www.coursera.org/learn/business-english-capstone,5,7,46,80.0,0.5361006557941437
48,Business English: Planning & Negotiating,https://www.coursera.org/learn/business-english-negotiating,5,4,53,60.0,0.6118873655796051
48,Business English: Making Presentations,https://www.coursera.org/learn/business-english-presentations,5,4,25,20.0,0.40669617652893064
49,Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting,3,8,58,66.66666666666666,0.5444047947724661
49,Introduction to Marketing,https://www.coursera.org/learn/wharton-marketing,4,5,47,100.0,0.6741630434989929
49,Wharton Business Foundations Capstone,https://www.coursera.org/learn/wharton-capstone,3,5,34,66.66666666666666,0.5768642127513885
49,Managing Social and Human Capital,https://www.coursera.org/learn/wharton-social-human-capital,7,4,25,57.14285714285714,0.5450084039143154
