program_id,course_title,url,lo_num,lo,bloom
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,16,Describe the role and functionality of Trusted Platform Module (TPM) technology in providing hardware-based security features.,apply
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,17,Identify the steps in implementing secure browsing practices using digital certificates and secure communication protocols.,apply
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,18,"Explain the concept of endpoint detection and response (EDR) and its role in providing real-time monitoring, detection, investigation, and response capabilities to identify and mitigate advanced threats and security incidents on endpoint devices.",evaluate
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,19,Identify provisioning techniques for mobile devices.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,20,Explain the concept of containerization and how it contributes to effective mobile device management.,understand
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,21,Explain how encryption contributes to effective mobile device management.,understand
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,22,Describe the process of Mobile Application Management (MAM) to effectively manage the life cycle of mobile applications.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,23,"Distinguish among public, private, hybrid, and community deployment models in cloud security.",analyze
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,24,Distinguish among various service models and their impact on cloud security practices.,analyze
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,25,Describe virtualization technologies and their role in maintaining cloud security.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,26,Identify legal and regulatory concerns related to cloud security.,evaluate
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,27,"Determine strategies to implement data storage, processing, and transmission while maintaining cloud security.",apply
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,28,Explain the requirements and considerations associated with third-party services and outsourcing in cloud storage.,understand
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,29,Explain the concept of the shared responsibility model in cloud storage.,understand
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,30,Identify steps to manage and secure hypervisor environments.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,31,"Explain how to deploy, configure, and maintain virtual appliances within virtualized environments.",create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,32,Determine the process for managing containerized environments.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,33,Describe the best practices of storage management in virtualized environments.,remember
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,34,Develop strategies for ensuring business continuity and resilience in virtualized environments.,create
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,35,Analyze potential threats and attacks targeting virtual environments.,analyze
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,36,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,1,Security Concepts and Practices,apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,2,Course 1 - Security Concepts and Practices,apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,3,This is the first course under the specialization SSCP.,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,4,"In this course, we will focus on the core aspects of security concepts and practice, starting with the importance of codes of ethics.",apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,5,"We will then cover the basic principles of information security and move on to describe security controls, their implementation, maintenance, and assessment.",apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,6,We will also address the identification of corporate assets and the change management life cycle.,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,7,We will then explain the importance of awareness and training and conclude with an exploration of physical security operations.,understand
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,8,"Course 1 Learning Objectives After completing this course, the participant will be able to: - Recall the ISC2 Code of Ethics.",apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,9,Explain the importance of an organizational code of ethics in the cybersecurity profession.,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,10,"Compare the security concepts of confidentiality, integrity, and availability.",analyze
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,11,Apply accountability in the implementation of certain data protection controls.,apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,12,Explain the concept of non-repudiation.,understand
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,13,Discuss the concept of least privilege.,evaluate
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,14,Indicate the importance of segregation of duties.,analyze
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,15,"Differentiate technical, physical, and administrative security controls.",analyze
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,16,Relate security controls to considerations of assessing compliance requirements and organizational needs.,evaluate
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,17,Indicate the importance of periodic audit and review of security controls.,evaluate
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,18,Categorize various control types or technologies based on their different roles as part of an overall security structure and posture.,remember
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,19,Summarize the security of assets all through the stages of their life cycle.,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,20,Examine operational requirements of change management.,create
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,21,Categorize security education and awareness strategies.,apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,22,Define measurements for gauging the effectiveness of a security education and awareness program.,evaluate
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,23,Indicate strategies that security professionals can use to collaborate with physical security operations.,apply
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,24,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,1,Incident Response and Recovery,evaluate
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,2,Course 4 - Incident Response and Recovery,evaluate
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,3,"This is the fourth course under the specialization SSCP In this course, we will focus on incident response and recovery.",apply
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,4,We will explore the incident life cycle as defined by NIST and continue with a deeper look at supporting forensic investigations.,analyze
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,5,We will also extend these ideas and concepts around the theme of business continuity and disaster recovery.,create
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,6,"Course 4 Learning Objectives After completing this course, the participant will be able to: - Identify the elements of an incident response policy and members of the incident response team (IRT).",evaluate
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,7,Evaluate the security professional’s role in supporting forensic investigations.,evaluate
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,8,Explain how the security professional supports activities of business continuity and disaster recovery planning.,apply
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,9,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,1,"Risk Identification, Monitoring, and Analysis",evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,2,"Course 3 - Risk Identification, Monitoring and Analysis",evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,3,"This is the third course under the specialization SSCP In this course, we will explore how to manage the risks related to information systems.",create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,4,"It is time to bring these ideas together in a context of continuous maturity modeling, measuring, and monitoring, which we will see is focused on the here and now.",create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,5,"Risk alignment works best at the strategic, long-term level of planning",create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,6,"risk maturation, by contrast, can be most effective when considered in the day-to-day of business operations.",create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,7,This is sometimes called operationalizing the approach to risk management and maturation.,create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,8,"Course 3 Learning Objectives After completing this course, the participant will be able to: - Identify common risks and vulnerabilities.",create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,9,Describe risk management concepts.,create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,10,Recognize risk management frameworks.,create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,11,Provide examples of appropriate risk tolerance.,evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,12,Provide examples of appropriate risk treatment.,apply
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,13,Identify risks of noncompliance with laws and regulations.,remember
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,14,Identify appropriate methods for risk management frameworks implementation.,create
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,15,Indicate the range and scope of risk review.,evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,16,Identify the components of risk review.,evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,17,Describe vulnerability assessment activities used to examine all aspects of network and system security.,apply
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,18,"Review the steps for monitoring, incident detection, and data loss prevention.",evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,19,Classify the use of tools that collect information about the IT environment to better examine the organization’s security posture.,analyze
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,20,Identify events of interest to focus on those that may be part of an attack or intrusion.,analyze
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,21,Select methods for managing log files.,analyze
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,22,Describe tools and methods for analyzing the results of monitoring efforts.,analyze
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,23,Identify communication requirements when documenting and reporting the results of monitoring security platforms.,evaluate
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,24,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0,Cryptography ,https://www.coursera.org/learn/cryptography1,1,Cryptography,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,2,Course 5 - Cryptography,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,3,This is the fifth course under the specialization SSCP.,create
0,Cryptography ,https://www.coursera.org/learn/cryptography1,4,"In this course, we will explore the field of cryptography, including public-key infrastructures (PKIs), certificates, and digital signing.",create
0,Cryptography ,https://www.coursera.org/learn/cryptography1,5,"Here we enter the realm of confidentiality, integrity, and availability, since we use cryptography to protect data from unauthorized disclosure and improper modification and use encryption to regulate the ability of users to log in to systems and applications.",apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,6,"Course 5 Learning Objectives After completing this course, the participant will be able to: - Recognize the impacts of cryptography on confidentiality, integrity, and authenticity.",apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,7,Determine the requirements for cryptography when handling sensitive data.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,8,Identify regulatory and industry best practices in cryptography.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,9,Define cryptography entropy.,understand
0,Cryptography ,https://www.coursera.org/learn/cryptography1,10,"Differentiate common cryptographic techniques used to enhance the security of sensitive data including hashing, salting, symmetric/asymmetric encryption, and elliptic curve cryptography.",apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,11,Identify the features and requirements of nonrepudiation.,analyze
0,Cryptography ,https://www.coursera.org/learn/cryptography1,12,Compare the strength of different encryption algorithms and keys.,analyze
0,Cryptography ,https://www.coursera.org/learn/cryptography1,13,Describe the process of identifying and addressing cryptographic attacks.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,14,Define the features of and the implementation process of secure services and protocols.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,15,Discuss common use cases for secure services and protocols.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,16,Explain limitations and vulnerabilities in the implementation of secure protocols.,apply
0,Cryptography ,https://www.coursera.org/learn/cryptography1,17,Summarize fundamental key management concepts.,understand
0,Cryptography ,https://www.coursera.org/learn/cryptography1,18,Describe the features of the Web of Trust (WoT) in relation to cryptographic protocols.,evaluate
0,Cryptography ,https://www.coursera.org/learn/cryptography1,19,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,1,Network and Communications Security,understand
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,2,Course 6 - Network and Communications Security,apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,3,This is the sixth course under the specialization SSCP.,apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,4,This course includes an orientation to the network neighborhood via the OSI 7-Layer and TCP/IP models in the context of internetworking and communications.,apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,5,"It also probes each of the seven layers of this combined protocol stack, introducing the key technologies at each layer and their normal uses.",understand
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,6,"There is also information on various protocols that run on top of this architecture, as well as attack and defensive strategies and tactics.",apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,7,"Additionally, discussed in this course is how to manage network security and secure wireless communications.",create
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,8,"Course 6 Learning Objectives After completing this course, the participant will be able to: - Recognize layers of the OSI model, their functions and attacks present at each layer, and identify commonly used ports and protocols.",apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,9,Select appropriate security controls for various network attacks.,apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,10,Describe the tools used for network access control.,apply
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,11,Summarize best practices for establishing a secure networked environment.,create
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,12,Understand how to configure and operate security devices such as firewalls and proxies.,create
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,13,Summarize the types of telecommunications and network access controls.,analyze
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,14,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
0,Access Control,https://www.coursera.org/learn/access-controls,1,Access Control,apply
0,Access Control,https://www.coursera.org/learn/access-controls,2,Course 2 - Access Controls,apply
0,Access Control,https://www.coursera.org/learn/access-controls,3,This is the second course under the specialization SSCP.,apply
0,Access Control,https://www.coursera.org/learn/access-controls,4,"In this course, we will examine the business of controlling how our systems, services, resources and data can be Safely accessed only by those authorized to do so.",analyze
0,Access Control,https://www.coursera.org/learn/access-controls,5,"We will discuss authentication methods, trust, the identity management life cycle and access control models.",create
0,Access Control,https://www.coursera.org/learn/access-controls,6,"Course 2 Learning Objectives After completing this course, the participant will be able to: - Categorize identity and access management implementation authentication methods.",apply
0,Access Control,https://www.coursera.org/learn/access-controls,7,Discuss the importance of trust from a security standpoint.,evaluate
0,Access Control,https://www.coursera.org/learn/access-controls,8,Compare levels of trust among various relationships and internetwork architectures.,create
0,Access Control,https://www.coursera.org/learn/access-controls,9,Explain the implications of trust among third-party connections.,understand
0,Access Control,https://www.coursera.org/learn/access-controls,10,Differentiate among the activities of the identity management life cycle.,create
0,Access Control,https://www.coursera.org/learn/access-controls,11,Categorize various access control models.,create
0,Access Control,https://www.coursera.org/learn/access-controls,12,"Define the elements, methods, and processes used when administering access control models.",create
0,Access Control,https://www.coursera.org/learn/access-controls,13,Who Should Take This Course: Beginners Experience Required: No prior experience required,create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,1,Frontend Development using React,create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,2,Welcome to the Frontend Development using React course!,create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,3,"In this program, you will learn the fundamentals of frontend development and how to build web applications using the React library.",create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,4,The course is best suitable for people with familiarity with web development.,create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,5,"The first module, Introduction to HTML & CSS, will introduce you to the basics of HTML and CSS, which are the building blocks of web development.",create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,6,You will learn how to structure content with HTML and apply styles to your web pages with CSS.,create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,7,"The second module, Introduction to JavaScript Programming, will teach you the fundamentals of JavaScript, the programming language that powers interactive web applications.",apply
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,8,"You will learn about variables, data types, control structures, functions, and more.",create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,9,"In the third module, React for Frontend Development, you will dive into React, a popular JavaScript library for building user interfaces.",create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,10,"You will learn how to set up a React project, create components, and manage state in your application.",create
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,11,"By the end of this course, you will have a solid understanding of frontend development principles and how to use React to build interactive and dynamic web applications.",create
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,1,"Understand .NET framework: Master ASP.NET for dynamic web apps, emphasizing web forms, server controls, and data-driven techniques.",create
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,2,"Proficiency in C#: Learn data types, variables, operators, and control program flow using conditionals and loops efficiently.",create
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,3,"Advanced C# concepts: Master object-oriented principles like inheritance, polymorphism",create
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,4,and techniques like extension methods.,apply
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,5,"Delve into advanced exception handling techniques, create custom exceptions, and seamlessly implement asynchronous C# code.",apply
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,1,Backend Development for .Net Full Stack,create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,2,Immerse yourself in the intricate universe of .NET backend development with this comprehensive course tailored for individuals aiming to master the ASP.NET ecosystem.,create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,3,"This three-module course is perfect for both beginners in .NET and those with some frontend experience, eager to expand their backend expertise.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,4,"In the first module, ASP.NET Core, participants are introduced to ASP.NET Core's architecture and tools, gaining hands-on exposure to modern web application development.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,5,"In the second module, ASP.NET MVC, attendees will explore the MVC (Model-View-Controller) architecture, understanding its foundational pillars.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,6,"Practical evaluations will further solidify their knowledge, ensuring a grasp of its workflow and components.",evaluate
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,7,"The third module, ASP.NET Web API, directs focus towards RESTful web services using ASP.NET.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,8,"From understanding the essence of REST and HTTP protocol, attendees will learn to design and implement robust web APIs with efficiency.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,9,"By the conclusion of this course, attendees will possess a comprehensive grasp of backend development in the .NET framework.",create
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,10,"They will be adept at creating dynamic web applications, designing robust APIs, and ensuring that their applications are both secure and scalable.",create
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,1,Business Analysis,analyze
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,2,Machine Learning,remember
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,3,Finance,evaluate
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,4,Marketing,create
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,5,Probability & Statistics,understand
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,6,User Experience,create
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,1,Machine Learning,remember
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,2,Machine Learning Algorithms,remember
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,3,Artificial Neural Networks,remember
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,4,Data Analysis,analyze
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,5,Deep Learning,remember
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,6,Human Learning,remember
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,7,Big Data,remember
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,1,Machine Learning,remember
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,2,Data Analysis,analyze
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,3,Applied Machine Learning,remember
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,4,Decision Making,create
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,5,Human Learning,remember
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,6,Machine Learning Algorithms,remember
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,7,Strategy,create
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,1,Machine Learning,remember
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,2,Leadership and Management,create
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,3,Algorithms,create
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,4,Applied Machine Learning,remember
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,5,Human Resources,evaluate
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,6,Machine Learning Algorithms,remember
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,7,People Analysis,analyze
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,8,Decision Making,create
3,Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots,1,"Explain the fundamentals of a chatbot, including its key features and the benefits of implementing chatbots in customer service.",understand
3,Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots,2,Explain the role of action workflows used in a chatbot to enhance the customer experience.,apply
3,Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots,3,Elaborate on the differences between decision trees and generative AI chatbots.,create
3,Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots,4,Evaluate the balance of control and flexibility in chatbot applications.,apply
3,Generative AI: Prompt Engineering Basics,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,1,Explain the concept and relevance of prompt engineering in generative AI models.,create
3,Generative AI: Prompt Engineering Basics,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,2,Apply best practices for creating prompts and explore examples of impactful prompts.,create
3,Generative AI: Prompt Engineering Basics,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,3,Practice common prompt engineering techniques and approaches for writing effective prompts.,create
3,Generative AI: Prompt Engineering Basics,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,4,Explore commonly used tools for prompt engineering to aid with prompt engineering.,create
3,Generative AI: Introduction and Applications,https://www.coursera.org/learn/generative-ai-introduction-and-applications,1,Describe generative AI and distinguish it from discriminative AI.,remember
3,Generative AI: Introduction and Applications,https://www.coursera.org/learn/generative-ai-introduction-and-applications,2,Describe the capabilities of generative AI and its use cases in the real world.,create
3,Generative AI: Introduction and Applications,https://www.coursera.org/learn/generative-ai-introduction-and-applications,3,Identify the applications of generative AI in different sectors and industries.,create
