program_id,course_title,url,num_learning_objectives,num_modules,num_module_contents,coverage_percentage,mean_max_similarity
9,History of Mental Illness,https://www.coursera.org/learn/history-mental-illness,3,5,22,66.66666666666666,0.5300086438655853
10,Advanced Writing,https://www.coursera.org/learn/advanced-writing,1,5,18,0.0,0.42527735233306885
10,Project: Writing a Research Paper,https://www.coursera.org/learn/academic-writing-capstone,7,6,25,0.0,0.3617306351661682
10,Grammar and Punctuation,https://www.coursera.org/learn/grammar-punctuation,14,4,22,78.57142857142857,0.5841894426516124
10,Introduction to Research for Essay Writing,https://www.coursera.org/learn/introduction-to-research-for-essay-writing,11,5,19,18.181818181818183,0.43931875174695795
10,Getting Started with Essay Writing,https://www.coursera.org/learn/getting-started-with-essay-writing,1,5,17,100.0,0.6146346926689148
11,Ordered Data Structures,https://www.coursera.org/learn/cs-fundamentals-2,7,4,21,14.285714285714285,0.3274539155619485
11,Object-Oriented Data Structures in C++,https://www.coursera.org/learn/cs-fundamentals-1,4,4,22,25.0,0.48000771552324295
11,Unordered Data Structures,https://www.coursera.org/learn/cs-fundamentals-3,8,4,29,12.5,0.3212795574218035
12,Negotiations,https://www.coursera.org/learn/wharton-online-negotiations,8,4,31,75.0,0.629944983869791
12,Influence,https://www.coursera.org/learn/wharton-influence,7,4,51,57.14285714285714,0.5486451642853873
12,Improving Communication Skills,https://www.coursera.org/learn/wharton-communication-skills,2,4,37,100.0,0.6336715817451477
12,Success,https://www.coursera.org/learn/wharton-success,4,4,27,0.0,0.38184014707803726
13,Communicating Business Analytics Results,https://www.coursera.org/learn/communicating-business-analytics-results,8,4,22,50.0,0.5638384930789471
13,Introduction to Data Analytics for Business,https://www.coursera.org/learn/data-analytics-business,10,4,29,90.0,0.6299479514360428
13,Business Analytics for Decision Making,https://www.coursera.org/learn/business-analytics-decision-making,11,4,27,45.45454545454545,0.5056677298112349
13,Advanced Business Analytics Capstone,https://www.coursera.org/learn/data-analytics-business-capstone,3,4,21,66.66666666666666,0.5156072576840719
13,Predictive Modeling and Analytics ,https://www.coursera.org/learn/predictive-modeling-analytics,9,4,32,77.77777777777779,0.5716706050766839
14,Linux Kernel Programming and Introduction to Yocto Project,https://www.coursera.org/learn/linux-kernel-programming-yocto-project,3,4,32,100.0,0.679726799329122
14,Linux Embedded System Topics and Projects,https://www.coursera.org/learn/linux-embedded-systems-topics-projects,3,4,22,33.33333333333333,0.5156071682771047
14,Linux System Programming and Introduction to Buildroot,https://www.coursera.org/learn/linux-system-programming-introduction-to-buildroot,5,4,46,100.0,0.7075021505355835
15,Natural Language Processing on Google Cloud,https://www.coursera.org/learn/sequence-models-tensorflow-gcp,9,7,45,88.88888888888889,0.6202167636818356
15,Recommendation Systems on Google Cloud,https://www.coursera.org/learn/recommendation-models-gcp,4,7,54,100.0,0.762385904788971
15,Production Machine Learning Systems,https://www.coursera.org/learn/gcp-production-ml-systems,4,12,98,25.0,0.47268057614564896
15,Computer Vision Fundamentals with Google Cloud,https://www.coursera.org/learn/image-understanding-tensorflow-gcp,3,7,40,100.0,0.644703229268392
16,Hypothesis-Driven Development,https://www.coursera.org/learn/uva-darden-agile-testing,10,8,172,50.0,0.4937902808189392
16,Agile Meets Design Thinking,https://www.coursera.org/learn/uva-darden-getting-started-agile,5,8,110,80.0,0.5891269087791443
16,Managing an Agile Team,https://www.coursera.org/learn/uva-darden-agile-team-management,6,8,142,100.0,0.6618249813715616
16,Product Analytics and AI,https://www.coursera.org/learn/uva-darden-agile-analytics,17,8,118,82.35294117647058,0.6090975964770597
17,Agile Leadership Capstone,https://www.coursera.org/learn/agile-capstone,11,3,21,9.090909090909092,0.4065475111657923
17,Agile Leadership: Introduction to Change,https://www.coursera.org/learn/agile-leadership-introduction-to-change,8,4,26,75.0,0.6471525765955448
17,Agile Organization,https://www.coursera.org/learn/agile-leadership-organization,9,3,21,33.33333333333333,0.5114333695835538
17,Agile Leader Training,https://www.coursera.org/learn/agile-leader-training,17,5,35,35.294117647058826,0.4854778279276455
17,Developing an Agile Team,https://www.coursera.org/learn/developing-agile-team,8,4,29,37.5,0.4813649281859398
18,Algebra: Elementary to Advanced - Polynomials and Roots,https://www.coursera.org/learn/polynomials-roots,3,5,18,0.0,0.4167006313800812
18,Algebra: Elementary to Advanced - Equations & Inequalities,https://www.coursera.org/learn/algebra-i,6,5,19,33.33333333333333,0.4369843651851018
18,Algebra: Elementary to Advanced - Functions & Applications,https://www.coursera.org/learn/algebra-ii,4,3,15,25.0,0.4210270419716835
19,"Graph Search, Shortest Paths, and Data Structures",https://www.coursera.org/learn/algorithms-graphs-data-structures,9,4,31,33.33333333333333,0.4035997854338752
19,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://www.coursera.org/learn/algorithms-divide-conquer,8,4,44,37.5,0.4765750579535961
19,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",https://www.coursera.org/learn/algorithms-npcomplete,8,4,42,37.5,0.5021589398384094
19,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",https://www.coursera.org/learn/algorithms-greedy,9,4,53,44.44444444444444,0.4903401964240604
20,Battery State-of-Health (SOH) Estimation,https://www.coursera.org/learn/battery-state-of-health,7,6,43,14.285714285714285,0.3145831951073238
20,Battery State-of-Charge (SOC) Estimation,https://www.coursera.org/learn/battery-state-of-charge,2,7,44,50.0,0.5196172595024109
20,Equivalent Circuit Cell Model Simulation,https://www.coursera.org/learn/equivalent-circuit-cell-model-simulation,8,6,39,12.5,0.34878109209239483
20,Introduction to battery-management systems,https://www.coursera.org/learn/battery-management-systems,3,5,37,66.66666666666666,0.5040551126003265
20,Battery Pack Balancing and Power Estimation,https://www.coursera.org/learn/battery-pack-balancing-power-estimation,4,6,35,25.0,0.4019874818623066
21,Interfacing with the Arduino,https://www.coursera.org/learn/interface-with-arduino,6,4,40,33.33333333333333,0.43158646921316784
21,The Arduino Platform and C Programming,https://www.coursera.org/learn/arduino-platform,5,4,37,20.0,0.42667760848999026
21,Introduction to the Internet of Things and Embedded Systems,https://www.coursera.org/learn/iot,5,4,38,40.0,0.5183585047721863
21,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-platform,7,4,40,42.857142857142854,0.5100331647055489
21,Programming for the Internet of Things Project,https://www.coursera.org/learn/internet-of-things-project,15,6,15,46.666666666666664,0.5156192461649577
21,Interfacing with the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-interface,2,4,39,0.0,0.36102622747421265
22,Anatomy: Human Neuroanatomy,https://www.coursera.org/learn/anatomy403-3x,4,7,93,100.0,0.6806543320417404
22,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",https://www.coursera.org/learn/anatomy403-4x,8,3,52,37.5,0.4688366465270519
22,Anatomy: Musculoskeletal and Integumentary Systems,https://www.coursera.org/learn/anatomy403-1x,4,4,76,100.0,0.745675340294838
22,"Anatomy: Cardiovascular, Respiratory and Urinary Systems",https://www.coursera.org/learn/anatomy403-2x,3,4,37,100.0,0.7891064484914144
23,"Capstone MOOC for ""Android App Development""",https://www.coursera.org/learn/aadcapstone,7,4,8,14.285714285714285,0.2908783427306584
23,Java for Android,https://www.coursera.org/learn/java-for-android,6,8,66,50.0,0.5397148927052816
23,"Android App Components - Services, Local IPC, and Content Providers",https://www.coursera.org/learn/androidapps-2,1,4,47,0.0,0.3818517327308655
23,Engineering Maintainable Android Apps,https://www.coursera.org/learn/engineeringandroidapps,1,5,38,0.0,0.43877291679382324
23,"Android App Components - Intents, Activities, and Broadcast Receivers",https://www.coursera.org/learn/androidapps,3,5,45,0.0,0.35874489943186444
24,Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python,4,6,33,75.0,0.5674310401082039
24,Python Project for Data Science,https://www.coursera.org/learn/python-project-for-data-science,5,2,4,0.0,0.1599186398088932
24,Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone,7,5,16,57.14285714285714,0.5047170988151005
24,"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,4,25,130,100.0,0.6415150910615921
24,Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization,18,5,31,77.77777777777779,0.7152805311812295
25,Applied Social Network Analysis in Python,https://www.coursera.org/learn/python-social-network-analysis,12,4,19,58.333333333333336,0.49270615975062054
25,"Applied Plotting, Charting & Data Representation in Python",https://www.coursera.org/learn/python-plotting,4,4,25,50.0,0.4759022146463394
25,Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis,11,4,29,72.72727272727273,0.5424004847353155
25,Applied Machine Learning in Python,https://www.coursera.org/learn/python-machine-learning,14,4,38,85.71428571428571,0.5675493159464428
25,Applied Text Mining in Python,https://www.coursera.org/learn/python-text-mining,11,4,20,72.72727272727273,0.5974581024863503
26,Introduction to R Programming for Data Science,https://www.coursera.org/learn/introducton-r-programming-data-science,12,10,50,58.333333333333336,0.5321343739827474
26,SQL for Data Science with R,https://www.coursera.org/learn/sql-data-science-r,4,12,76,100.0,0.6407851278781891
26,Data Science with R - Capstone Project,https://www.coursera.org/learn/data-science-with-r-capstone-project,9,12,36,11.11111111111111,0.4375501771767934
26,Data Visualization with R,https://www.coursera.org/learn/data-visualization-r,8,8,38,75.0,0.5997462011873722
26,Data Analysis with R,https://www.coursera.org/learn/data-analysis-with-r,11,12,60,72.72727272727273,0.5767585716464303
27,Getting Started with Git and GitHub,https://www.coursera.org/learn/getting-started-with-git-and-github,4,4,16,75.0,0.6071519553661346
27,Developing AI Applications with Python and Flask,https://www.coursera.org/learn/python-project-for-ai-application-development,5,6,42,100.0,0.7039456605911255
27,Hands-on Introduction to Linux Commands and Shell Scripting,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,4,12,72,100.0,0.7051440179347992
27,Introduction to Software Engineering,https://www.coursera.org/learn/introduction-to-software-engineering,9,12,116,88.88888888888889,0.6838744481404623
27,"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,4,25,130,100.0,0.6415150910615921
28,Reliable Google Cloud Infrastructure: Design and Process,https://www.coursera.org/learn/cloud-infrastructure-design-process,4,30,243,100.0,0.6803220212459564
28,Essential Google Cloud Infrastructure: Foundation,https://www.coursera.org/learn/gcp-infrastructure-foundation,4,12,126,100.0,0.6588267683982849
28,Elastic Google Cloud Infrastructure: Scaling and Automation,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,4,15,135,100.0,0.6560135036706924
28,Essential Google Cloud Infrastructure: Core Services,https://www.coursera.org/learn/gcp-infrastructure-core-services,4,18,165,100.0,0.7088450789451599
28,Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,4,54,240,100.0,0.7398480474948883
29,Architecting with Google Kubernetes Engine: Production,https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production,4,6,27,100.0,0.6680441498756409
29,Getting Started with Google Kubernetes Engine,https://www.coursera.org/learn/google-kubernetes-engine,4,12,58,100.0,0.807259812951088
29,Architecting with Google Kubernetes Engine: Workloads,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke,5,5,29,80.0,0.6828942418098449
30,Armv8-M Architecture Fundamentals,https://www.coursera.org/learn/armv8-m-architecture-fundamentals,4,6,97,100.0,0.5851251035928726
30,Advanced Armv8-M Features,https://www.coursera.org/learn/advanced-armv8-m-features,4,9,84,100.0,0.9224236309528351
30,Arm Cortex-M Processors Overview,https://www.coursera.org/learn/arm-cortex-m-processors-overview-course1,2,2,16,100.0,0.8256387710571289
30,Cortex-M Software Development Fundamentals,https://www.coursera.org/learn/cortex-m-software-development-fundamentals,3,5,63,100.0,0.6231362422307333
31,Machine Learning: an overview,https://www.coursera.org/learn/machine-learning-overview,5,3,10,100.0,0.6934794068336487
31,Artificial Intelligence and legal issues,https://www.coursera.org/learn/artificial-intelligence-and-legal-issues,6,4,12,66.66666666666666,0.5302735567092896
31,Ethics of Artificial Intelligence,https://www.coursera.org/learn/ethics-of-artificial-intelligence,6,4,14,66.66666666666666,0.5934120764334997
31,Technologies and platforms for Artificial Intelligence,https://www.coursera.org/learn/technologies-and-platforms-for-artificial-intelligence,3,4,12,100.0,0.5961176753044128
31,Artificial Intelligence: An Overview,https://www.coursera.org/learn/artificial-intelligence-an-overview,11,5,27,63.63636363636363,0.5737744461406361
32,"ETL and Data Pipelines with Shell, Airflow and Kafka",https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka,4,10,54,75.0,0.6826011762022972
32,BI Dashboards with IBM Cognos Analytics and Google Looker,https://www.coursera.org/learn/bi-dashboards-with-ibm-cognos-analytics-and-google-looker,4,6,28,100.0,0.7782087922096252
32,Hands-on Introduction to Linux Commands and Shell Scripting,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,4,12,72,100.0,0.7051440179347992
32,Data Warehouse Fundamentals,https://www.coursera.org/learn/data-warehouse-fundamentals,4,6,44,75.0,0.6412345543503761
32,Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science,4,24,128,100.0,0.6436464190483093
33,Primary and Secondary Batteries,https://www.coursera.org/learn/primary-and-secondary-batteries,1,4,34,100.0,0.6398613452911377
33,Batteries and Electric Vehicles,https://www.coursera.org/learn/batteries-and-electric-vehicles,1,5,41,100.0,0.6073018908500671
33,Zn and Ni Based Batteries,https://www.coursera.org/learn/zn-and-ni-based-batteries,1,4,33,100.0,0.6031249761581421
33,"Battery Comparison, Manufacturing, and Packaging",https://www.coursera.org/learn/battery-comparison-manufacturing-and-packaging,1,4,39,100.0,0.5568351745605469
33,Lithium Based Batteries,https://www.coursera.org/learn/lithium-based-batteries,1,4,34,100.0,0.5875369310379028
34,Bayesian Statistics: Mixture Models,https://www.coursera.org/learn/mixture-models,7,5,33,57.14285714285714,0.5591199738638741
34,Bayesian Statistics: From Concept to Data Analysis,https://www.coursera.org/learn/bayesian-statistics,9,4,37,66.66666666666666,0.5249290267626444
34,Bayesian Statistics: Capstone Project,https://www.coursera.org/learn/bayesian-statistics-capstone,3,4,11,33.33333333333333,0.3969329396883647
34,Bayesian Statistics: Time Series Analysis,https://www.coursera.org/learn/bayesian-statistics-time-series-analysis,4,5,37,25.0,0.4395674243569374
34,Bayesian Statistics: Techniques and Models,https://www.coursera.org/learn/mcmc-bayesian-statistics,10,5,45,60.0,0.5317835152149201
35,Effectively delivering the news to your audience,https://www.coursera.org/learn/deliver-the-news,6,5,19,100.0,0.6143582165241241
35,What is news? ,https://www.coursera.org/learn/what-is-news,1,5,25,0.0,0.3782380223274231
35,Gathering and Developing the News,https://www.coursera.org/learn/gathering-the-news,5,4,16,80.0,0.620934522151947
35,"Journalism, the future, and you!",https://www.coursera.org/learn/international-journalism,1,5,20,0.0,0.4369075298309326
35,Capstone: Create your own professional journalistic portfolio,https://www.coursera.org/learn/become-a-journalist-capstone,8,5,14,50.0,0.4448280856013298
36,EMT Foundations,https://www.coursera.org/learn/emt-foundations,4,5,53,50.0,0.5594649389386177
36,"Medical Emergencies: CPR, Toxicology, and Wilderness",https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness,3,4,45,66.66666666666666,0.4878744880358378
36,Trauma Emergencies and Care,https://www.coursera.org/learn/trauma-emergencies-and-care,10,4,42,70.0,0.6571329236030579
36,"Emergency Care: Pregnancy, Infants, and Children",https://www.coursera.org/learn/emergency-care-pregnancy-infants-children,8,4,51,62.5,0.5956461131572723
36,Prepare for the EMT Certification Test,https://www.coursera.org/learn/prepare-emt-certification-test,13,4,31,30.76923076923077,0.43635987547727734
36,"Medical Emergencies: Airway, Breathing, and Circulation",https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation,4,5,57,50.0,0.5506610870361328
37,Big Data - Capstone Project,https://www.coursera.org/learn/big-data-project,1,7,17,100.0,0.5857271552085876
37,Big Data Modeling and Management Systems,https://www.coursera.org/learn/big-data-management,15,6,44,86.66666666666667,0.6421147962411244
37,Machine Learning With Big Data,https://www.coursera.org/learn/big-data-machine-learning,6,7,46,83.33333333333334,0.6608581840991974
37,Big Data Integration and Processing,https://www.coursera.org/learn/big-data-integration-processing,7,7,44,57.14285714285714,0.5492267991815295
37,Graph Analytics for Big Data,https://www.coursera.org/learn/big-data-graph-analytics,4,5,45,25.0,0.4725113958120346
37,Introduction to Big Data,https://www.coursera.org/learn/big-data-introduction,8,6,48,87.5,0.6110837943851948
38,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",https://www.coursera.org/learn/comparing-genomes,1,6,24,100.0,0.7517790794372559
38,Genome Sequencing (Bioinformatics II),https://www.coursera.org/learn/genome-sequencing,4,5,25,25.0,0.4095524102449417
38,Molecular Evolution (Bioinformatics IV),https://www.coursera.org/learn/molecular-evolution,9,6,23,55.55555555555556,0.49534904294543797
38,Finding Hidden Messages in DNA (Bioinformatics I),https://www.coursera.org/learn/dna-analysis,3,5,14,33.33333333333333,0.41549863417943317
38,Genomic Data Science and Clustering (Bioinformatics V),https://www.coursera.org/learn/genomic-data,1,3,12,0.0,0.4146105647087097
38,Finding Mutations in DNA and Proteins (Bioinformatics VI),https://www.coursera.org/learn/dna-mutations,10,6,23,40.0,0.47596855759620665
38,Bioinformatics Capstone: Big Data in Biology,https://www.coursera.org/learn/bioinformatics-project,4,3,6,0.0,0.28555828332901
39,Multiple Regression Analysis in Public Health ,https://www.coursera.org/learn/multiple-regression-analysis-public-health,13,4,26,30.76923076923077,0.4729367998930124
39,Summary Statistics in Public Health ,https://www.coursera.org/learn/summary-statistics,6,6,32,83.33333333333334,0.6012249439954758
39,Simple Regression Analysis in Public Health ,https://www.coursera.org/learn/simple-regression-analysis-public-health,9,5,36,44.44444444444444,0.5168343219492171
39,Hypothesis Testing in Public Health ,https://www.coursera.org/learn/hypothesis-testing-public-health,5,6,41,80.0,0.680069625377655
40,Smart Contracts,https://www.coursera.org/learn/smarter-contracts,8,4,23,25.0,0.3965331558138132
40,Blockchain Platforms,https://www.coursera.org/learn/blockchain-platforms,3,4,29,66.66666666666666,0.5417720675468445
40,Decentralized Applications (Dapps),https://www.coursera.org/learn/decentralized-apps-on-blockchain,3,4,21,66.66666666666666,0.5152405202388763
40,Blockchain Basics,https://www.coursera.org/learn/blockchain-basics,8,4,19,25.0,0.4459058679640293
41,Blockchain Opportunity Analysis,https://www.coursera.org/learn/blockchain-opportunity-analysis,4,5,22,50.0,0.5006200820207596
41,Introduction to Blockchain Technologies,https://www.coursera.org/learn/introduction-blockchain-technologies,10,5,63,50.0,0.561612245440483
41,Transacting on the Blockchain,https://www.coursera.org/learn/transacting-blockchain,8,4,42,75.0,0.6002003028988838
41,Blockchain and Business,https://www.coursera.org/learn/blockchain-business,14,6,71,42.857142857142854,0.5440240715231214
42,Introduction to Blockchain for Financial Services,https://www.coursera.org/learn/intro-blockchain-financial-services,11,5,65,45.45454545454545,0.5468477281657133
42,Blockchain Transformations of Financial Services,https://www.coursera.org/learn/blockchain-transformations-financial-services,9,4,44,55.55555555555556,0.5622898638248444
42,Blockchain in Financial Services: Strategic Action Plan,https://www.coursera.org/learn/blockchain-strategic-action-plan,4,5,25,25.0,0.4131089001893997
42,"Blockchain, Cryptoassets, and Decentralized Finance",https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,9,4,50,55.55555555555556,0.5637288093566895
43,Brand Identity and Strategy,https://www.coursera.org/learn/brand-identity-strategy,3,5,37,33.33333333333333,0.4995594422022502
43, Storytelling in Branding and Content Marketing ,https://www.coursera.org/learn/brand-and-content-marketing,6,5,47,50.0,0.49184950689474743
43,Branding and Customer Experience,https://www.coursera.org/learn/branding-and-cx,5,5,45,60.0,0.5180057048797607
43,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,https://www.coursera.org/learn/brand-image-high-impact-campaign,9,5,37,55.55555555555556,0.5378662579589419
44,"Cloud Virtualization, Containers and APIs",https://www.coursera.org/learn/cloud-virtualization-containers-api-duke,4,4,66,25.0,0.41615717113018036
44,Cloud Machine Learning Engineering and MLOps,https://www.coursera.org/learn/cloud-machine-learning-engineering-mlops-duke,4,3,58,100.0,0.5886020958423615
44,Cloud Data Engineering,https://www.coursera.org/learn/cloud-data-engineering-duke,4,4,84,100.0,0.6654960066080093
44,Cloud Computing Foundations,https://www.coursera.org/learn/cloud-computing-foundations-duke,5,5,67,60.0,0.595868718624115
45,Building No-Code Apps with AppSheet: Foundations,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations,10,7,40,90.0,0.634310531616211
45,Building No-Code Apps with AppSheet: Implementation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-implementation,4,9,61,100.0,0.6701706647872925
45,Building No-Code Apps with AppSheet: Automation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-automation,3,5,29,100.0,0.796631395816803
46,Introduction to Business Analytics with R,https://www.coursera.org/learn/business-analytics-r,5,4,56,80.0,0.6341753363609314
46,Applying Data Analytics in Marketing,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing,11,4,39,63.63636363636363,0.5561698973178864
46,Tools for Exploratory Data Analysis in Business,https://www.coursera.org/learn/tools-exploratory-data-analysis-business,9,4,66,77.77777777777779,0.564020617140664
46,Machine Learning Algorithms with R in Business Analytics,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics,9,4,54,88.88888888888889,0.6433348920610216
46,Applying Data Analytics in Accounting,https://www.coursera.org/learn/applying-data-analytics-accounting,9,4,59,77.77777777777779,0.6279039879639944
46,Introduction to Business Analytics: Communicating with Data ,https://www.coursera.org/learn/intro-business-analytics,10,4,23,70.0,0.542116117477417
47,Accounting Analytics,https://www.coursera.org/learn/accounting-analytics,4,4,30,25.0,0.4905674085021019
47,Business Analytics Capstone,https://www.coursera.org/learn/wharton-capstone-analytics,6,5,36,100.0,0.5851911902427673
47,Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics,7,4,21,0.0,0.3469465502670833
47,People Analytics,https://www.coursera.org/learn/wharton-people-analytics,7,4,39,42.857142857142854,0.5630892940929958
47,Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics,5,5,40,80.0,0.6010165631771087
48,Business English: Networking,https://www.coursera.org/learn/business-english-intro,6,5,33,0.0,0.3796805590391159
48,Business English: Meetings,https://www.coursera.org/learn/business-english-meetings,6,4,48,0.0,0.38616248965263367
48,Business English: Capstone Project,https://www.coursera.org/learn/business-english-capstone,5,7,46,80.0,0.5361006617546081
48,Business English: Planning & Negotiating,https://www.coursera.org/learn/business-english-negotiating,5,4,53,60.0,0.6118873596191406
48,Business English: Making Presentations,https://www.coursera.org/learn/business-english-presentations,5,4,25,20.0,0.406696218252182
49,Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting,3,8,58,66.66666666666666,0.5444048643112183
49,Introduction to Marketing,https://www.coursera.org/learn/wharton-marketing,4,5,47,100.0,0.6741630434989929
49,Wharton Business Foundations Capstone,https://www.coursera.org/learn/wharton-capstone,3,5,34,66.66666666666666,0.5768642624219259
49,Managing Social and Human Capital,https://www.coursera.org/learn/wharton-social-human-capital,7,4,25,57.14285714285714,0.545008442231587
