program_id,course_title,url,learning_objective,max_similarity,best_match_content,is_covered
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"Determine strategies to implement data storage, processing, and transmission while maintaining cloud security.",0.48291918635368347,Security Strategies for Endpoints,False
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Explain the requirements and considerations associated with third-party services and outsourcing in cloud storage.,0.34889572858810425,Essential Requirements in P&DP Laws,False
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Explain the concept of the shared responsibility model in cloud storage.,0.3600206673145294,The Five Essential Characteristics of Clouds,False
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Identify steps to manage and secure hypervisor environments.,0.569787859916687,Virtualization Attacks,True
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"Explain how to deploy, configure, and maintain virtual appliances within virtualized environments.",0.630335807800293,Virtualization,True
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Determine the process for managing containerized environments.,0.35114556550979614,Virtualization,False
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Describe the best practices of storage management in virtualized environments.,0.6152166128158569,Virtualization,True
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Develop strategies for ensuring business continuity and resilience in virtualized environments.,0.5505498051643372,Virtualization,True
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Analyze potential threats and attacks targeting virtual environments.,0.7632095813751221,Virtualization Attacks,True
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.19898611307144165,Essential Requirements in P&DP Laws,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Security Concepts and Practices,0.49872538447380066,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Course 1 - Security Concepts and Practices,0.5891067981719971,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,This is the first course under the specialization SSCP.,0.3719327449798584,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,"In this course, we will focus on the core aspects of security concepts and practice, starting with the importance of codes of ethics.",0.5138797760009766,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,"We will then cover the basic principles of information security and move on to describe security controls, their implementation, maintenance, and assessment.",0.4695297181606293,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,We will also address the identification of corporate assets and the change management life cycle.,0.2123388946056366,Confidentiality,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,We will then explain the importance of awareness and training and conclude with an exploration of physical security operations.,0.6274583339691162,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,"Course 1 Learning Objectives After completing this course, the participant will be able to: - Recall the ISC2 Code of Ethics.",0.42266324162483215,Professional Ethics,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Explain the importance of an organizational code of ethics in the cybersecurity profession.,0.5886510014533997,Professional Ethics,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,"Compare the security concepts of confidentiality, integrity, and availability.",0.5722897052764893,Confidentiality,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Apply accountability in the implementation of certain data protection controls.,0.3771834969520569,Integrity,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Explain the concept of non-repudiation.,0.3696064054965973,Integrity,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Discuss the concept of least privilege.,0.31460875272750854,Confidentiality,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Indicate the importance of segregation of duties.,0.3209010660648346,Professional Ethics,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,"Differentiate technical, physical, and administrative security controls.",0.37061524391174316,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Relate security controls to considerations of assessing compliance requirements and organizational needs.,0.4417015314102173,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Indicate the importance of periodic audit and review of security controls.,0.38108766078948975,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Categorize various control types or technologies based on their different roles as part of an overall security structure and posture.,0.34404420852661133,Security and Education Training and Awareness Strategy,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Summarize the security of assets all through the stages of their life cycle.,0.3053838312625885,Integrity,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Examine operational requirements of change management.,0.1612740308046341,Confidentiality,False
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Categorize security education and awareness strategies.,0.8816072940826416,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Define measurements for gauging the effectiveness of a security education and awareness program.,0.7309036254882812,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Indicate strategies that security professionals can use to collaborate with physical security operations.,0.5050628185272217,Security and Education Training and Awareness Strategy,True
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.25747162103652954,Security and Education Training and Awareness Strategy,False
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,Incident Response and Recovery,0.7069687843322754,The Incident Response Team (IRT),True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,Course 4 - Incident Response and Recovery,0.6628928780555725,The Incident Response Team (IRT),True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,"This is the fourth course under the specialization SSCP In this course, we will focus on incident response and recovery.",0.5166234970092773,The Incident Response Team (IRT),True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,We will explore the incident life cycle as defined by NIST and continue with a deeper look at supporting forensic investigations.,0.5910298228263855,Forensic Investigations,True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,We will also extend these ideas and concepts around the theme of business continuity and disaster recovery.,0.3575122356414795,Business Impact Analysis,False
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,"Course 4 Learning Objectives After completing this course, the participant will be able to: - Identify the elements of an incident response policy and members of the incident response team (IRT).",0.7351696491241455,The Incident Response Team (IRT),True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,Evaluate the security professional’s role in supporting forensic investigations.,0.6052388548851013,Forensic Investigations,True
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,Explain how the security professional supports activities of business continuity and disaster recovery planning.,0.35675135254859924,The Incident Response Team (IRT),False
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.14039862155914307,Forensic Investigations,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Risk Identification, Monitoring, and Analysis",0.5998490452766418,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Course 3 - Risk Identification, Monitoring and Analysis",0.5587507486343384,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"This is the third course under the specialization SSCP In this course, we will explore how to manage the risks related to information systems.",0.46320468187332153,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"It is time to bring these ideas together in a context of continuous maturity modeling, measuring, and monitoring, which we will see is focused on the here and now.",0.23922693729400635,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Risk alignment works best at the strategic, long-term level of planning",0.4815486669540405,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"risk maturation, by contrast, can be most effective when considered in the day-to-day of business operations.",0.45790672302246094,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,This is sometimes called operationalizing the approach to risk management and maturation.,0.48864877223968506,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Course 3 Learning Objectives After completing this course, the participant will be able to: - Identify common risks and vulnerabilities.",0.48892349004745483,Vulnerability-Testing Software Categories,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe risk management concepts.,0.6546427011489868,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Recognize risk management frameworks.,0.6516842246055603,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Provide examples of appropriate risk tolerance.,0.8474119901657104,Risk Tolerance,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Provide examples of appropriate risk treatment.,0.4646260142326355,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify risks of noncompliance with laws and regulations.,0.4965575337409973,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify appropriate methods for risk management frameworks implementation.,0.6209225654602051,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Indicate the range and scope of risk review.,0.49310803413391113,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify the components of risk review.,0.4842524826526642,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe vulnerability assessment activities used to examine all aspects of network and system security.,0.6126192212104797,Software Vulnerabilities,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Review the steps for monitoring, incident detection, and data loss prevention.",0.42040857672691345,Collecting Data for Incident Response,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Classify the use of tools that collect information about the IT environment to better examine the organization’s security posture.,0.4818783402442932,Vulnerability-Testing Software Categories,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify events of interest to focus on those that may be part of an attack or intrusion.,0.39909666776657104,Collecting Data for Incident Response,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Select methods for managing log files.,0.3279886245727539,Audits and Audit Planning,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe tools and methods for analyzing the results of monitoring efforts.,0.4249225854873657,Collecting Data for Incident Response,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify communication requirements when documenting and reporting the results of monitoring security platforms.,0.3610418736934662,Vulnerability-Testing Software Categories,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.18302756547927856,Risk Tolerance,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Cryptography,0.8536554574966431,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Course 5 - Cryptography,0.7096184492111206,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,This is the fifth course under the specialization SSCP.,0.23546651005744934,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"In this course, we will explore the field of cryptography, including public-key infrastructures (PKIs), certificates, and digital signing.",0.6698271036148071,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Here we enter the realm of confidentiality, integrity, and availability, since we use cryptography to protect data from unauthorized disclosure and improper modification and use encryption to regulate the ability of users to log in to systems and applications.",0.5855309963226318,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Course 5 Learning Objectives After completing this course, the participant will be able to: - Recognize the impacts of cryptography on confidentiality, integrity, and authenticity.",0.5632171630859375,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Determine the requirements for cryptography when handling sensitive data.,0.6090525388717651,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Identify regulatory and industry best practices in cryptography.,0.5805993676185608,Security Standards for Financial Institutions,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Define cryptography entropy.,0.5337932705879211,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Differentiate common cryptographic techniques used to enhance the security of sensitive data including hashing, salting, symmetric/asymmetric encryption, and elliptic curve cryptography.",0.6667082905769348,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Identify the features and requirements of nonrepudiation.,0.1905779242515564,Certificate Authority (CA) and Registration Authority (RA),False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Compare the strength of different encryption algorithms and keys.,0.5309221744537354,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Describe the process of identifying and addressing cryptographic attacks.,0.5924050211906433,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Define the features of and the implementation process of secure services and protocols.,0.46937325596809387,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Discuss common use cases for secure services and protocols.,0.48977863788604736,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Explain limitations and vulnerabilities in the implementation of secure protocols.,0.46653446555137634,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Summarize fundamental key management concepts.,0.45359745621681213,Key Recovery and Key Escrow,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Describe the features of the Web of Trust (WoT) in relation to cryptographic protocols.,0.478706419467926,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.21724525094032288,Certificate Authority (CA) and Registration Authority (RA),False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Network and Communications Security,0.7145546674728394,Network Attacks,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Course 6 - Network and Communications Security,0.5722194910049438,Network Attacks,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,This is the sixth course under the specialization SSCP.,0.2894597053527832,OSI Layer 6 Technology and Implementation,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,This course includes an orientation to the network neighborhood via the OSI 7-Layer and TCP/IP models in the context of internetworking and communications.,0.6475353240966797,OSI and TCP/IP Models,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"It also probes each of the seven layers of this combined protocol stack, introducing the key technologies at each layer and their normal uses.",0.48196572065353394,OSI Layer 2: The Data-Link Layer,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"There is also information on various protocols that run on top of this architecture, as well as attack and defensive strategies and tactics.",0.4931153655052185,"Network Access Controls, Standards, and Protocols",False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"Additionally, discussed in this course is how to manage network security and secure wireless communications.",0.5766785740852356,Wireless Network Operations,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"Course 6 Learning Objectives After completing this course, the participant will be able to: - Recognize layers of the OSI model, their functions and attacks present at each layer, and identify commonly used ports and protocols.",0.6298047304153442,OSI Layer 6 Technology and Implementation,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Select appropriate security controls for various network attacks.,0.6551030278205872,Network Attacks,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Describe the tools used for network access control.,0.7591794729232788,"Network Access Controls, Standards, and Protocols",True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Summarize best practices for establishing a secure networked environment.,0.48105567693710327,Security Device Management,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Understand how to configure and operate security devices such as firewalls and proxies.,0.6914119720458984,Firewalls and Proxies,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Summarize the types of telecommunications and network access controls.,0.6955194473266602,"Network Access Controls, Standards, and Protocols",True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.14965999126434326,Logical Addressing,False
0,Access Control,https://www.coursera.org/learn/access-controls,Access Control,0.33573973178863525,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Course 2 - Access Controls,0.24803192913532257,Single Sign-On,False
0,Access Control,https://www.coursera.org/learn/access-controls,This is the second course under the specialization SSCP.,0.2831529378890991,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,"In this course, we will examine the business of controlling how our systems, services, resources and data can be Safely accessed only by those authorized to do so.",0.4301508665084839,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,"We will discuss authentication methods, trust, the identity management life cycle and access control models.",0.6996685266494751,Identity Management Life Cycle,True
0,Access Control,https://www.coursera.org/learn/access-controls,"Course 2 Learning Objectives After completing this course, the participant will be able to: - Categorize identity and access management implementation authentication methods.",0.45616722106933594,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,Discuss the importance of trust from a security standpoint.,0.5540783405303955,Trusted Computing Base,True
0,Access Control,https://www.coursera.org/learn/access-controls,Compare levels of trust among various relationships and internetwork architectures.,0.5022792816162109,Trusted Computing Base,True
0,Access Control,https://www.coursera.org/learn/access-controls,Explain the implications of trust among third-party connections.,0.32404375076293945,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Differentiate among the activities of the identity management life cycle.,0.9402107000350952,Identity Management Life Cycle,True
0,Access Control,https://www.coursera.org/learn/access-controls,Categorize various access control models.,0.3259081244468689,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,"Define the elements, methods, and processes used when administering access control models.",0.26687392592430115,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.1643807291984558,Identity Management Life Cycle,False
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,Frontend Development using React,0.7206292152404785,Setting up React.js,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,Welcome to the Frontend Development using React course!,0.6620123982429504,Introduction to React,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"In this program, you will learn the fundamentals of frontend development and how to build web applications using the React library.",0.5791211128234863,Setting up React.js,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,The course is best suitable for people with familiarity with web development.,0.6077667474746704,Introduction to Web Development,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"The first module, Introduction to HTML & CSS, will introduce you to the basics of HTML and CSS, which are the building blocks of web development.",0.726750373840332,Introduction to Web Development,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,You will learn how to structure content with HTML and apply styles to your web pages with CSS.,0.5451549887657166,CSS Syntax,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"The second module, Introduction to JavaScript Programming, will teach you the fundamentals of JavaScript, the programming language that powers interactive web applications.",0.7089773416519165,Introduction to JavaScript,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"You will learn about variables, data types, control structures, functions, and more.",0.4951709508895874,Understanding data types,False
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"In the third module, React for Frontend Development, you will dive into React, a popular JavaScript library for building user interfaces.",0.5895146727561951,Introduction to React,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"You will learn how to set up a React project, create components, and manage state in your application.",0.6500005722045898,React Components,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"By the end of this course, you will have a solid understanding of frontend development principles and how to use React to build interactive and dynamic web applications.",0.6179165840148926,Introduction to React,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Understand .NET framework: Master ASP.NET for dynamic web apps, emphasizing web forms, server controls, and data-driven techniques.",0.5438400506973267,Introduction to .NET Core and its features,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Proficiency in C#: Learn data types, variables, operators, and control program flow using conditionals and loops efficiently.",0.6344796419143677,Introduction to C#,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Advanced C# concepts: Master object-oriented principles like inheritance, polymorphism",0.6764484643936157,Introduction to C#,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,and techniques like extension methods.,0.8492494821548462,Extension Methods,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Delve into advanced exception handling techniques, create custom exceptions, and seamlessly implement asynchronous C# code.",0.6749411821365356,Exception Handling,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,Backend Development for .Net Full Stack,0.5470880270004272,Demo: Building a Web Application using ASP.NET Core,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,Immerse yourself in the intricate universe of .NET backend development with this comprehensive course tailored for individuals aiming to master the ASP.NET ecosystem.,0.6347687244415283,Introduction to ASP.NET Core,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"This three-module course is perfect for both beginners in .NET and those with some frontend experience, eager to expand their backend expertise.",0.5196119546890259,Introduction to ASP.NET Core,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"In the first module, ASP.NET Core, participants are introduced to ASP.NET Core's architecture and tools, gaining hands-on exposure to modern web application development.",0.7127995491027832,Introduction to ASP.NET Core,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"In the second module, ASP.NET MVC, attendees will explore the MVC (Model-View-Controller) architecture, understanding its foundational pillars.",0.5645750761032104,Understanding MVC Pattern,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"Practical evaluations will further solidify their knowledge, ensuring a grasp of its workflow and components.",0.2645726203918457,What you will learn in this Lesson,False
