,prog_title,org,cert_type,enrolled,num_courses,rating,num_reviews,difficulty,prog_lo_description,prog_lo_skills,prog_description,course_title_description_skills,url
390,Total Data Quality Specialization,University of Michigan,Specialization,"1,985",3,4.8,27,Beginner,"Explore the Total Data Quality framework.;Learn how to integrate data quality assessments as a critical component in all your projects.;Understand on the initial steps of data science, emphasizing data collection, data source evaluation, and techniques for ensuring high-quality data.",Data Collection;Data Management;Data Quality Framework;Data Analysis;Total Data Quality Framework;Data Classification;Data Computation Software,"This specialization aims to explore the Total Data Quality framework in depth and provide learners with more information about the detailed evaluation of total data quality that needs to happen prior to data analysis. The goal is for learners to incorporate evaluations of data quality into their process as a critical component for all projects. We sincerely hope to disseminate knowledge about total data quality to all learners, such as data scientists and quantitative analysts, who have not had sufficient training in the initial steps of the data science process that focus on data collection and evaluation of data quality. We feel that extensive knowledge of data science techniques and statistical analysis procedures will not help a quantitative research study if the data collected/gathered are not of sufficiently high quality.;This specialization will focus on the essential first steps in any type of scientific investigation using data: either generating or gathering data, understanding where the data come from, evaluating the quality of the data, and taking steps to maximize the quality of the data prior to performing any kind of statistical analysis or applying data science techniques to answer research questions. Given this focus, there will be little material on the analysis of data, which is covered in myriad existing Coursera specializations. The primary focus of this specialization will be on understanding and maximizing data quality prior to analysis. ;Applied Learning Project;Learners will gain valuable and applicable knowledge and skills about the Total Data Quality framework from interviews with leading experts in this area, engaging lectures, live demonstrations of concepts using software and case studies, and will complete practical assessments to solidify concepts and reinforce essential ideas.",The Total Data Quality Framework|Identify the essential differences between designed and gathered data.;Summarize the key dimensions of the Total Data Quality (TDQ) Framework.;Describe why data analysis defines an important dimension of the Total Data Quality framework.;Define the three measurement dimensions of the Total Data Quality framework.|Data Analysis;Total Data Quality Framework;Data Classification||Measuring Total Data Quality|Learn metrics for evaluating Total Data Quality.;Create a quality concept map of TDQ from a particular application or data source.;Identify relevant software and related tools for computing the various metrics.|Total Data Quality Framework;Data Classification;Data Computation Software||Design Strategies for Maximizing Total Data Quality|Learn about design tools and techniques for maximizing TDQ.;Identify aspects of the data generating/gathering process that impact TDQ.;Understand TDQ maximization strategies that can be applied when gathering designed and found/organic data.|Data Analysis;Total Data Quality Framework;Data Classification,https://www.coursera.org/specializations/total-data-quality
391,Introduction to Archaeology Specialization,Rice University,Specialization,,4,4.6,18,Beginner,,Data Analysis,"This specialization is intended for a broad audience seeking to learn about the field of archaeology. Through this four-course specialization, you will learn scientific methods, concepts, and models for interpretation, as well as the broader impact of archaeology, which will give you first-hand knowledge of archaeology's most exciting contemporary debates.;Applied Learning Project;Learners create a project that offers comprehensive coverage of an archaeological site, including its cultural history, prominent archaeologists, scientific methods, interpretations, and impact of results.  Learners have the option to design the final product using Google Slides, Padlet, or video. This project involves open-inquiry learning and caters to learners' skills and design preferences. ;","Introduction to Archaeology: Knowing The Past|This course is an introduction to a series on the discipline of Archaeology. It is intended for learners at all stages, including advanced high school, college students, or life-long learners. Basic information about Archaeology and its history are presented in this course, while the following three courses cover scientific methods, forms of interpretation, and contemporary social issues that archaeologists engage with.|||Introduction to Archaeology : Archaeology as Science|This course is the second in a series on the discipline of Archaeology. It is intended for learners at all stages, including advanced high school, college students, or life-long learners. Basic information about Archaeology and its history are presented in the previous introductory course. This course covers scientific methods commonly used by archaeologists. The following two courses teach about forms of interpretation and contemporary social issues that archaeologists engage with.|||Introduction to Archaeology: Reconstruction of The Past|This course is the third course in a series on the discipline of Archaeology. It is intended for learners at all stages, including advanced high school, college students, or life-long learners. Basic information about Archaeology and its history are presented in the first introductory course. The second course teaches common scientific methods used in archaeological research. This course focuses on forms of interpretation to reconstruct various aspects of the past through archaeological approaches. The final course covers contemporary social issues that archaeologists engage with.|||Introduction to Archaeology: Archaeology as Activism|This course is the fourth and final course in a series on the discipline of Archaeology. It is intended for learners at all stages, including advanced high school, college students, or life-long learners. Basic information about Archaeology and its history are presented in the first introductory course. The second course teaches common scientific methods used in archaeological research. The third course focuses on forms of interpretation to reconstruct various aspects of the past through archaeological approaches. This final course covers contemporary social issues that archaeologists engage with.|",https://www.coursera.org/specializations/introduction-to-archaeology
392,Hands-on Internet of Things Specialization,University of Illinois Urbana-Champaign,Specialization,"9,178",4,4.7,175,Intermediate,"How to build an autonomous networked device, how to program and connect this device, how to use wireless networking protocols.",Computer Networking;Network Architecture;Communication;Computer Programming;Computer Architecture;Network Model;Software Engineering;Human Computer Interaction;Interactive Design,"This specialization is intended for technologically minded persons who are interested in getting to know the latest in ubiquitous computing, also known as ""Internet of Things"". The specialization consists of 4 courses that are composed of a basic part with lectures and quizzes, and a practical  ""honors"" part, which includes physically assembling and implementing functionality atop a networked device (please note: while the honors part of the courses is optional, it is required to purchase hardware to complete these practical parts of the courses). The courses are meant to be taken in sequence, as each course builds on the previous one, while adding more functions to the device in the honors section. The construction of the device introduces real-world challenges and technological approaches commonly encountered in the IoT industry and builds students’ confidence that they can do things for real.;Applied Learning Project;Learners will be introduced to the concepts and technologies in Internet of Things. In the (optional) Honors section, we will build an actual small self-driving vehicle, using networking and sensor technologies. Throughout the honors parts of the four courses, the vehicle will become more refined, gaining capabilities such as environmental sensing, computer vision, autonomous driving, cloud-based analytics, and more. Again, we need to mention that a prerequisite to complete this part of the courses is a basic kit of hardware that you need to purchase. If you don't want to complete the honors parts, you don't need the hardware.","IoT Devices|Assembly of networked devices, programming of networked devices|Internet;Internet Of Things (IOT);Wireless;Front And Back Ends||IoT Communications|This course builds on the previous course: IoT Devices. After we have built and programmed a small self-driving vehicle, now it's time get into more advanced territory and enhance the device's connectivity further. To do so you will study radio frequency (RF) communication, the MAC layer, Mesh Networking as well as distributed algorithms for use with geographic locations. These techniques will be applied to your device in the lab, which is composed of four steps, one in each week of the course. In Week 1, after going over some orientation for the course, you will focus on radio frequency (RF) communication, how it fits in with the larger scope of electromagnetism, how RF signals propagate in physical environments, how RF signals can be used to encode data, and how all this information is useful in constructing resilient and high-bandwidth IoT communication substrates.|Internet;Internet Of Things (IOT);Wireless;Front And Back Ends||IoT Networking|This course builds on the first two courses in this series: IoT Devices and IoT Communications. Here you will begin to learn enterprise IoT. Enterprise networks, from first-hop access to backend IoT services are critical because they allow your IoT devices to reach the Internet and achieve their true intelligence. IoT places extreme demands on first-hop access - ultra-dense deployments challenge spectrum allocation, the need to provide strong segmentation yet let devices reach into IoT services such as gateways and databases. During this week you will begin to learn about these challenges, and the underlying protocols and technologies of wired networks that can help you to address them.|Internet;Internet Of Things (IOT);Wireless;Front And Back Ends||IoT Cloud|This course is the last course in our series of four courses and builds on the previous three courses: IoT Devices, IoT Communications, and IoT Networking. After we have built and programmed a small self-driving vehicle, we then set out to enhance its connectivity and add important security infrastructure. In this course we will now look closer into various remaining types of decentralized network topography. In the lab, we will additionally cover important cloud technologies based on machine-learning. In the first two weeks' lectures, we will cover important components of networks. Metaphorically speaking, when you learn how the human body works, you start by understanding the ""organs"", the stomach, the liver, and so on. Likewise, we can best understand networks by understanding the individual components that make them up and their function. In this lecture series we will study ""devices"" such as routers, switches, firewalls, load balancers, and many more. We will learn about how they individually operate, how they are configured, and how they work together to achieve various network-wide properties and goals.|Internet;Internet Of Things (IOT);Front And Back Ends;Service Discovery",https://www.coursera.org/specializations/uiuc-iot
393,Construction Practices in Deep excavations and Tunnels Specialization,L&T EduTech,Specialization,,3,,,1 month,Importance of site investigations and pre-excavation supports in construction.;Using TBMs and monitoring systems ensures safe and efficient tunnel construction.;Tools/software for embedded systems design and their practical case studies.,"Explain the support systems for caverns, including the choice of cavern shape, ensuring structural integrity and safety throughout the construction process.;Select suitable tunnel monitoring systems for different methods of construction;Apply best construction practices for Pre-Excavation support systems, tunnels and underground metro stations.;Apply suitable construction methods for different Pre-Excavation support systems and Embedded Retaining systems;Select Suitable Pre-Excavation support systems;Apply knowledge of construction practices and safety protocols to real-world scenarios, enhancing the learners' capability to contribute effectively as young professionals in the field of underground metro projects and cavern construction.;Acquire in-depth knowledge of the different types and uses of caverns, along with the methods and practices involved in their construction.;Gain comprehensive insights into the different types of underground metro stations and the methodologies for designing these complex structures;Apply suitable tunnel monitoring systems;Comprehensive Understanding of Tunnel Components and methods of construction;Select appropriate tunnel excavation methods and suitable support systems","The specialization ""Construction Practices in Deep Excavations and Tunnels"" includes three interconnected courses, each spanning 10 to 12 hours, designed to provide an in-depth understanding of underground construction. The first course, ""Deep Excavations and Support Systems"" covers vital topics such as underground structures, site investigation, pre-excavation support systems, retaining systems, and the design of embedded systems. This course equips learners with the skills to perform effective site investigations and implement various support systems. The second course, ""Tunnel Construction Practices"" explores tunnel construction methods, design principles, tunnel boring machines (TBMs), and monitoring systems, providing insights into selecting construction methods and ensuring tunnel safety and efficiency. The third course, ""Underground Metros, Shafts, and Caverns"" focuses on constructing and designing complex underground structures like metro stations, shafts, and caverns, emphasizing construction techniques and methodologies for these large-scale projects. Targeted learners for this course include undergraduate and postgraduate students, faculty, and fresh industry professionals in the Indian Subcontinent. By completing this specialization, learners will acquire comprehensive knowledge, practical skills, and proficiency in advanced tools and techniques, enhancing their ability to manage complex underground construction projects and advancing their careers in this field.;Applied Learning Project;Learners will gain the skills to apply and select appropriate construction practices for deep excavations and tunnel projects, ensuring adherence to industry codes and standards. They will learn how to evaluate and implement various construction methods tailored to specific project needs, considering factors such as ground conditions, project scale, and safety requirements. This includes understanding and applying relevant code requirements to ensure compliance with legal and safety standards. Additionally, learners will be trained to integrate industry inputs and best practices into their decision-making process, ensuring that their approach is both technically sound and aligned with current industry expectations. This comprehensive skill set will enable them to effectively manage and execute complex underground construction projects, ensuring high-quality outcomes and regulatory compliance.","Deep Excavations and Support Systems|Types of Pre- Excavation support systems – Rock Anchors, Umbrella Arch method, Pre-Grouting, Freezing;Diaphram walls, Secant pile walls, Contigious pile walls, Soldier piles,Diaphrgam walls;Significance of Pre Excavation Support systems and Overveiw of Plaxis 2D,Wallap, RocLab and RS2|Apply suitable construction methods for different Pre-Excavation support systems and Embedded Retaining systems;Select Suitable Pre-Excavation support systems||Tunnel Construction Practices|The course on ""Tunnel Construction Practices"" provides a comprehensive and interdisciplinary exploration of tunnel engineering. Beginning with an in-depth understanding of tunnel components and the intricacies of the design process, the course covers failure types and emphasizes the critical importance of safety. It delves into various excavation methods, considering geological factors, and explores the types of supports crucial for tunnel stability. The modules further cover design methodologies, instrumentation, monitoring strategies, and the application of tunnel boring machines. Through a holistic approach, learners gain practical insights into the planning, design, and construction of tunnels, ensuring a well-rounded skill set for successful and safe tunnel construction practices. This course is majorly for consumption in the Indian subcontinent and the target audience are undergraduate and post graduate students, faculties and freshers who has entered the industry as young professionals.;Target Learners This course is majorly for the leaners in the Indian Subcontinent  Undergraduate students in Civil Engineering  post graduate students in geotechnical Engineering  faculties and freshers who has entered the industry as young professionals|Apply suitable tunnel monitoring systems;Comprehensive Understanding of Tunnel Components and methods of construction;Select appropriate tunnel excavation methods and suitable support systems||Underground Metros Shafts and Caverns|This course covers the modules on Caverns, shafts, construction methods of underground stations, Underground station design methodology and underground station analysis. Beginning with in depth understanding of the types, uses and construction of caverns, it also covers shafts used for underground construction, construction practices in shafts . The different types of underground Metro stations, an overview of the modelling and analysis and construction practices of underground metro stations is also covered in this course. This comprehensive course equips learners with the knowledge and skills needed for efficient, safe, and successful underground metro projects and caverns. This course is majorly for consumption in the Indian subcontinent and the target audience are undergraduate and post graduate students, faculties and freshers who has entered the industry as young professionals.;Target Learners This course is majorly for the leaners in the Indian Subcontinent  Undergraduate students in Civil Engineering  post graduate students in geotechnical Engineering  faculties and freshers who has entered the industry as young professionals|Apply knowledge of construction practices and safety protocols to real-world scenarios, enhancing the learners' capability to contribute effectively as young professionals in the field of underground metro projects and cavern construction.;Acquire in-depth knowledge of the different types and uses of caverns, along with the methods and practices involved in their construction.;Gain comprehensive insights into the different types of underground metro stations and the methodologies for designing these complex structures",https://www.coursera.org/specializations/construction-practices-in-deep-excavations-and-tunnels
394,Linux and Private Cloud Administration on IBM Power Systems Specialization,Red Hat,Specialization,"14,531",3,4.8,709,Intermediate,,Computer Architecture;Cloud Computing;Operating Systems;Computer Networking,"This specialization introduces Red Hat Enterprise Linux system administration and private cloud capabilities of IBM Systems. IBM Power servers will be used to demonstrate these concepts. Through three courses, you will learn a range of concepts from how to get started with Linux, to using Linux in a large private cloud environment with OpenStack-based products such as IBM PowerVC. Brought to you by IBM! ;Applied Learning Project;These courses include detailed hands-on exercises (step-by-step guides) which teach a range of concepts from how to get started with Linux, to using Linux in a large private cloud environment. After completing this specialization, you should be able to perform most Linux system administration tasks with ease.   ","Fundamentals of Red Hat Enterprise Linux 9|Red Hat Enterprise Linux Command Line Essentials;Getting Help in Red Hat Enterprise Linux;File Management from the Command Line;Process Management and Systemd|Red Hat Linux||Linux System Administration with IBM Power Systems|This course introduces administrative tasks that a system administrator can perform with Linux hosted on IBM Power servers. This includes virtualization concepts such as logical partitioning, installation of Linux, command-line operations, and more interesting administration and device management tasks.;This course includes hands-on exercises with systems from an IBM data center.|Cloud Computing;virtualization;IBM Power Systems;Linux;Red Hat Enterprise Linux||Private Cloud Management on IBM Power Systems|IBM PowerVC, an Infrastructure as a Service (IaaS) enabling software, provides a self-service cloud console for managing IBM Power Systems. It is built on OpenStack. OpenStack is a collection of open-source software projects that enterprises can use to run their own private cloud infrastructure.;This course explains most cloud management features, starting with setting up a private cloud environment from the ground up. It then covers planning, sizing and other advanced administrative tasks you can perform to become an efficient system administrator.|infrastructure as a service;IBM PowerVC;Cloud Computing;IBM Cloud;Openstack",https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems
395,Human Factors & Usability Engineering: Designing for Humans Specialization,Arizona State University,Specialization,,5,4.7,22,Intermediate,"Courses 1-2:Human factors relevance & key applications; methods for studying & reducing human error; human-centered design for improved usability.;Course 3:Consider products, technologies & systems. Compare/contrast perceptual displays & understand trade-offs in designing effective interfaces.;Course  4:Consider human limitations. Distinguish among types of attention & memory; identify strategies & heuristics used for decision making.;Course 5:Consider human performance and types of controls.  Understand & identify key factors that influence how humans produce & sense motion.",Usability;Human performance;Human-Centered Design;Visual interface and designs;Field of human factors;Human Computer Interface;Usability Design;Human Sensory Perception and Performance;Digital Visual Interface;Human Performance - Motor Control;Skill Acquisition Models;Attention and Memory;Human centered design;Anthropometric Measurement;Human Performance Measurement;Ergonomic Design;Biomechanics Optimization;Human Error Classification;Human Systems Evaluation;Usability Assessment;Human Error Analysis,"Explore the multidimensional world of Human Factors and learn the strategies behind optimizing human interactions and performance. In this specialization, you will dive into the field of human factors, where science and design converge to enhance safety, efficiency, and user experience across various industries.;Discover the fundamental concepts and principles that underpin human factors and how they shape the design of products, systems, and environments. Gain valuable insights into human cognition, perception, and behavior to create user-friendly interfaces and seamless interactions.;Whether you're a seasoned professional or just beginning your journey in human factors, this specialization equips you with the skills and knowledge to make a significant impact in today's interconnected world.;Applied Learning Project;You will have the opportunity to apply what you've learned through case studies and usability analysis assignments located in each course.  At the end of each course, you will work on Usability Assignments that go from Stage 1 to Stage 4, you will be asked to identify a product, technology, or system that you plan to evaluate, then identify a minimum of 2 methods that you will use in your usability assessment. You will present the results of your usability evaluations, and finally, you’ll be asked to make a video that summarizes your project.","What is the Human Factor in Design?|You will learn about human factors and will identify key human factors applications as well as compare and contrast methods for reducing human error.|Usability Assessment;Human Error Analysis;Human centered design||How Can We Measure and Study Human Error?|Learn how to distinguish methods for studying human error and analyze methodologies for evaluating the usability of products, technologies & systems.|Anthropometric Measurement;Human Performance Measurement;Ergonomic Design;Biomechanics Optimization;Human centered design||The Limits of Human Perception|You will be able to compare and contrast different types of perceptual displays and understand the trade-offs in designing effective interfaces.|Human-Centered Design;Human Computer Interface;Usability Design;Human Sensory Perception and Performance;Digital Visual Interface||Human Cognitive Capacities & Limitations|Learn to distinguish between types of attention & memory, and identify strategies and heuristics used for decision making & problem solving.|Field of human factors;Human Error Classification;Human Systems Evaluation||Anthropometry, Biomechanics, and Motor Skills in User Design|You will be introduced to types of controls, be able to understand and identify key factors that influence how humans produce & sense motion.|Usability;Human Performance - Motor Control;Skill Acquisition Models;Attention and Memory;Human centered design",https://www.coursera.org/specializations/human-factors-and-usability-engineering-designing-for-humans
396,Data Science for Health Research Specialization,University of Michigan,Specialization,,3,5.0,9,Intermediate,,Probability And Statistics;Data Wrangling;Logistic Regression;R Coding;Linear Regression;Statistical Analysis;Data Visualization;Statistical Modeling;Data Analysis;Data Exploration;Statistical Model;Exploratory Data Analysis," In Data Science for Health Research, learn to organize and visualize health data using statistical analysis in programs like R. Explore how to translate data, interpret statistical models, and predict outcomes to help make data-informed decisions within the public health field.   ;Applied Learning Project;In course 1, learners will summarize data from a global survey on financial account ownership (Global Findex Database) and recreate a table and a figure from the 2017 Global Findex Database report. In courses 2 and 3, learners will analyze synthetic data relating common risk factors and cardiovascular disease in an Indian population.   ;The pattern of learning for this course will generally proceed through the following steps:;Learning about ideas through lecture-style videos.;Implementing those ideas together in a guided practice video, where the instructor demonstrates the use of specific functions in R, and learners can repeat the steps that the instructor demonstrates.;Repeating Steps 1 and 2 for most topics in a lesson.;Reinforcing on your own by following along a series of written steps called ‘independent guides’, which cover all topics in a lesson.;Practicing your understanding of these ideas through non-graded quizzes and non-graded discussion prompts.","Arranging and Visualizing Data in R|Become knowledgeable about and conversant in the R environment;Format and manipulate data within R into suitable formats;Develop an intuition for doing exploratory data analysis;Develop a workflow in R|Data Wrangling;R Coding;Data Visualization;Exploratory Data Analysis;Data Exploration||Linear Regression Modeling for Health Data|Become knowledgeable about the concept of statistical modeling and the basics of statistical inference;Recognize, fit, and interpret a simple linear regression model;Develop intuition to fit and interpret a multiple regression model|Probability And Statistics;Linear Regression;Statistical Analysis;Statistical Model;Statistical Modeling;Data Analysis||Logistic Regression and Prediction for Health Data|Understand how binary outcomes arise and know the difference between prevalence, risk ratios, and odds ratios;Use logistic regression to estimate and interpret the association between one or more predictors and a binary outcome;Understand the principles for using logistic regression to make predictions and assessing the quality of those predictions|Probability And Statistics;Logistic Regression;Statistical Analysis;Statistical Modeling;Data Analysis",https://www.coursera.org/specializations/data-science-for-health-research
397,Ethics in the Age of AI Specialization,LearnQuest,Specialization,"8,540",4,4.8,242,Beginner,"Define predictive models and analyze how companies use them;Identify how learning algorithms are used in everyday life;Examine the ability of algorithms to influence and decide human behavior in biased ways, and methods to avoid predictive bias;Identify vulnerabilities in public data sets and analyze algorithmic privacy violations",Machine Learning;Data Analysis;Machine Learning Algorithms;Applied Machine Learning;Algorithms;Human Computer Interaction;Data Management;Strategy and Operations;Security Engineering;General Statistics;Theoretical Computer Science,"As machine learning models begin making important decisions based on massive datasets, we need to be aware of their limitations. In this specialization, we will explore the rise of algorithms, fundamental issues of fairness and bias in machine learning, and basic concepts involved in security and privacy of machine learning projects. We'll finish with a study of 3 projects that will allow you to put your new skills into action.;Applied Learning Project;AI Ethics research is an emerging field, and to prove our skills, we need to demonstrate our critical thinking and analytical ability. Since it's not reasonable to jump into a full research paper with our newly founded skills, we will instead work on 3 projects that will demonstrate your ability to analyze ethical AI across a variety of topics and situations.","Artificial Intelligence Algorithms Models and Limitations|We live in an age increasingly dominated by algorithms. As machine learning models begin making important decisions based on massive datasets, we need to be aware of their limitations in the real world. Whether it's making loan decisions or re-routing traffic, machine learning models need to accurately reflect our shared values. In this course, we will explore the rise of algorithms, from the most basic to the fully-autonomous, and discuss how to make them more ethically sound.|Understanding of algorithms;Familiarity with predictive models;Overview of ethics considersations||Artificial Intelligence Data Fairness and Bias|In this course, we will explore fundamental issues of fairness and bias in machine learning. As predictive models begin making important decisions, from college admission to loan decisions, it becomes paramount to keep models from making unfair predictions. From human bias to dataset awareness, we will explore many aspects of building more ethical models.|machine learning fairness;Ethics;data bias||Artificial Intelligence Privacy and Convenience|In this course, we will explore fundamental concepts involved in security and privacy of machine learning projects. Diving into the ethics behind these decisions, we will explore how to protect users from privacy violations while creating useful predictive models. We will also ask big questions about how businesses implement algorithms and how that affects user privacy and transparency now and in the future.|Ethics Of Artificial Intelligence;Machine Learning;Privacy;security;Ethics||Artificial Intelligence Ethics in Action|AI Ethics research is an emerging field, and to prove our skills, we need to demonstrate our critical thinking and analytical ability. Since it's not reasonable to jump into a full research paper with our newly founded skills, we will instead work on 3 projects that will demonstrate your ability to analyze ethical AI across a variety of topics and situations. These projects include all the skills you've learned in this AI Ethics Specialization.|Ethics Of Artificial Intelligence;Artificial Intelligence (AI);analysis;Bias;Ethics",https://www.coursera.org/specializations/ethics-in-ai
398,"American Politics, Foreign Policy, and US-India Ties Specialization",O.P. Jindal Global University,Specialization,,3,4.2,9,Beginner,"Describe American polity, culture, and society in interdisciplinary and historically informed ways.;Describe the origins of United States Foreign Policy and how history, domestic institutions, and trade have defined it.;Describe the scope and breadth of India-US relations focused on government-to-government interactions and through people-to-people contacts.",analytical thinking;Political Knowledge;Cultural Awareness;Polictal Knowledge,"This specialization is intended for people interested in politics and international affairs. You will learn about the United States and how its history, culture, politics, and foreign policy leave a significant impact on the world. You will also gain insights into US-India relations - which is the most important bilateral relationship among democracies of the world. ;Applied Learning Project; Learners will be required to complete the formative assessments in each module, auto-graded quiz questions at the end of each week, and five discussion prompts, which will guide and support learning, deepen their understanding of new concepts, and measure their progress toward the learning objectives.   ","American Politics, Society, and History|Describe American polity, culture, and society in interdisciplinary and historically informed ways.;Explain social factors like race, ethnicity, and gender in the US.;Demonstrate interpretive and analytical arguments clearly through discussions.|analytical thinking;Cultural Awareness;Polictal Knowledge||The Making of US Foreign Policy|Describe the origins of United States Foreign Policy and how history, domestic institutions, and trade have defined it.;Analyze American foreign policy and its impact on the world order.;Demonstrate interpretive and analytical arguments clearly through discussions.|analytical thinking;Polictal Knowledge||India-US Relations: Geopolitics, Culture, and Business|Describe the scope and breadth of India-US relations focused on government-to-government interactions and through people-to-people contacts.;Describe the nuances of US-India relations and the development of the relations over the years.;Identify the multiple stakeholders in the India-US relationship—businesses, think tanks, academia, diaspora, popular culture, etc.;Demonstrate interpretive and analytical arguments clearly through discussions.|analytical thinking;Cultural Awareness;Polictal Knowledge",https://www.coursera.org/specializations/us-india-relations
399,AWS Cloud Technology Consultant Professional Certificate,Amazon Web Services,Professional Certificate,"25,334",9,4.8,591,Beginner,"Understand and translate business goals and drivers into appropriate technical solutions;Provide technical direction and oversight to cloud implementation teams;Create the conceptual, logical and physical design for cloud-based solutions for infrastructure and platforms;Learn how to gather technical requirements, assess client capabilities and analyze findings to provide appropriate cloud solution recommendations","Cloud Computing Security;Cloud Management;Problem Solving;Cloud Strategy;Data Management;Cloud Architecture;Interpersonal Communication;teamwork;Software Testing;Continuous Integration;Version Management;security;Automation;Extraction, Transformation And Loading (ETL);Data Analysis;Database (DBMS);Data Architecture;Data Warehouse;Project Management;Information Technology;Cloud Computing;Customer Support;Cloud Infrastructure;Technical Troubleshooting;Cloud Storage;Software Architecture;Python Programming;Web Development;Cloud API;Application Programming Interfaces (API);AWS Identity and Access Management;Networking on AWS;AWS Management Console;aws security;Management;strategy;Implementation;Troubleshooting;Migration;Performance Efficiency;Operational Excellence;Cost Optimization;Reliability","Prepare for a new career in the fast growing field of cloud consulting. Get professional training designed by AWS and learn how to design and build on AWS from experienced instructors. You’ll also have the chance to unlock career opportunities by connecting with top employers. ;Through this nine-course program, you’ll gain in-demand skills that prepare you for an entry-level job in the field. You’ll learn from AWS experts how to understand business goals and drivers, translate those into an appropriate AWS technical solution and provide technical direction and oversight to cloud implementation teams.;After completing this hands-on program, you’ll have the foundational and technical context to understand how to build solutions and solve technical problems and how to choose the right AWS solution. You’ll master both the soft skills to become successful cloud consultants and the technical knowledge to go deep into how software gets built, tested and deployed. ;You’ll also be able to work on a capstone project centered on the Well Architected Framework that you can later share in interviews to demonstrate your job-readiness to potential employers.  ;You can also gain access to the AWS Educate Job Board, where you can explore, search for, and apply to in-demand jobs and internships with leading organizations. ;Applied Learning Project;Through 18 hands-on labs, you’ll use the AWS Management Console to apply skills learned in the videos and readings. Here are a few examples of the activities you’ll perform in this Professional Certificate: In Introduction to Information Technology and AWS Cloud, you’ll create a static website with S3 in the easiest way. This lab will introduce you to the AWS Management Console, help you understand the AWS Cloud, and practice hosting a static website on AWS. In AWS Cloud Technical Essentials, you’ll use AWS Identity and Access Management (IAM) to manage your AWS services’ access and permissions. You’ll practice the steps to add users to groups, manage passwords, log in as users with various permissions, and view the effects of IAM policies. In Automation in the AWS Cloud, you’ll work with AWS CLI, write a bash script to perform a task/write user data script to download code and run it on EC2 and build a run command to uninstall Apache and install nginx.  ;","Introduction to Information Technology and AWS Cloud|Gain a foundational understanding of how computers work;Learn how computers talk to each other to exchange data|Cloud Computing Security;Project Management;Data Analysis;Information Technology;Cloud Computing||AWS Cloud Technical Essentials|Describe terminology and concepts related to AWS services;Articulate key concepts of AWS security measures and AWS Identity and Access Management (IAM);You will learn to distinguish among several AWS compute services, including Amazon EC2, AWS Lambda, and Amazon ECS.;Understand AWS database and storage offerings, including Amazon Relational Database Service (Amazon RDS), Amazon DynamoDB, and Amazon S3.|Software Testing;Continuous Integration;Version Management;security;Automation||Providing Technical Support for AWS Workloads|Understand basics of troubleshooting in a cloud environment;Identify resources and routes to assist with understanding and troubleshooting|AWS Identity and Access Management;Networking on AWS;Cloud Computing;AWS Management Console;aws security||Developing Applications in Python on AWS|Introductory level Python programming and Python packages;Explain the different roles in an organization building software|Cloud Computing Security;Customer Support;Cloud Infrastructure;Technical Troubleshooting;Cloud Storage||Skills for Working as an AWS Cloud Consultant|Examine essential soft skills for solving business problems;Describe the process of working with customers and how to use different soft skills|Management;strategy;Implementation;Troubleshooting;Migration||DevOps on AWS and Project Management|Learn about the use cases for project management in business;Understand the differences between Agile and Waterfall methodologies|Software Testing;Continuous Integration;Application Programming Interfaces (API);security;Automation||Automation in the AWS Cloud|Automation in the Cloud can simplify processes, enable agility and scalability, and help you deploy faster. But how should you master these topics to enhance your career potential? The course kicks off by introducing automation in the cloud, comparing the differences between on-premises and cloud. We'll answer why automation is so powerful and you'll get hands-on by working with AWS CLI. Week 1 closes with automation with scripting by sharing examples of how automation helps and the benefits of using scripts. A focus on Automation isn't complete with an overview of Infrastructure as Code. You'll get introduced to Provisioning and Configuration Management and solve an automation problem with AWS CloudFormation. The instructors will then share some simple automation examples and how various tools can help you get the job done. In the course's final week, we'll cover the various AWS Services and features used for automation, how to scale resource management, and use the Systems Manager console and AWS Config for compliance.|Software Architecture;Python Programming;Web Development;Cloud API;Automation||Data Analytics and Databases on AWS|Key data types and structures;AWS services for the ETL process;Hands-on skills for Amazon API Gateway and Amazon QuickSight|security;Performance Efficiency;Operational Excellence;Cost Optimization;Reliability||Capstone: Following the AWS Well Architected Framework|This course provides a thorough review of the AWS Well-Architected Framework to help you understand how to make informed decisions about your architecture in a cloud-native way and understand the impact of design decisions. By using the Well-Architected Framework, you can understand the risks in your architecture, and learn ways to mitigate them.;In the course, you'll walk through each of the framework's six pillars, which help you produce stable and efficient systems. The Operational Excellence pillar includes the ability to support development and run workloads effectively, gain insight into their operation, and continuously improve supporting processes and procedures to delivery business value. The Security pillar includes the ability to protect data, systems, and assets to take advantage of cloud technologies to improve your security. The Reliability pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. The Performance Efficiency pillar includes the ability to use computing resources efficiently to meet system requirements. The Cost Optimization pillar includes the ability to run systems to deliver business value at the lowest price point. The final pillar (Sustainability) addresses the long-term environmental, economic, and societal impact of your business activities.|Extraction, Transformation And Loading (ETL);Data Analysis;Database (DBMS);Data Architecture;Data Warehouse",https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant
